old_symbol	updated_symbol
4930401O10Rik	4930401O10Rik
4930401O12Rik	4930401O12Rik
4930402F06Rik	4930402F06Rik
4930402F11Rik	4930402F11Rik
4930402H24Rik	Dnaaf9
4930402K13Rik	4930402K13Rik
4930404A05Rik	4930404A05Rik
4930404H11Rik	4930404H11Rik
4930404I05Rik	4930404I05Rik
4930404N11Rik	Tektip1
4930405A10Rik	4930405A10Rik
4930405A21Rik	4930405A21Rik
4930405D11Rik	4930405D11Rik
4930405J17Rik	4930405J17Rik
4930405L22Rik	4930405L22Rik
4930405O22Rik	4930405O22Rik
4930406D18Rik	4930406D18Rik
4930407G08Rik	4930407G08Rik
4930407I10Rik	4930407I10Rik
4930407I19Rik	4930407I19Rik
4930412B13Rik	4930412B13Rik
4930412C18Rik	4930412C18Rik
4930412O13Rik	Gata3os
4930413E15Rik	4930413E15Rik
4930413F20Rik	4930413F20Rik
4930413G21Rik	4930413G21Rik
4930413M19Rik	4930413M19Rik
4930414N06Rik	4930414N06Rik
4930415F15Rik	Spata48
4930415L06Rik	4930415L06Rik
4930415O20Rik	Tex49
4930417O13Rik	4930417O13Rik
4930417O22Rik	4930417O22Rik
4930419G24Rik	4930419G24Rik
4930423M02Rik	4930423M02Rik
4930425K10Rik	4930425K10Rik
4930425L21Rik	4930425L21Rik
4930425O10Rik	4930425O10Rik
4930426D05Rik	4930426D05Rik
4930426L09Rik	4930426L09Rik
4930427A07Rik	Tedc1
4930428D20Rik	4930428D20Rik
4930428E07Rik	4930428E07Rik
4930428G15Rik	4930428G15Rik
4930428O21Rik	4930428O21Rik
4930429B21Rik	4930429B21Rik
4930429D17Rik	4930429D17Rik
4930429F11Rik	4930429F11Rik
4930429F24Rik	4930429F24Rik
4930430A15Rik	Potefam1
4930430F08Rik	4930430F08Rik
4930430F21Rik	4930430F21Rik
4930430J02Rik	4930430J02Rik
4930431F12Rik	4930431F12Rik
4930431P03Rik	4930431P03Rik
4930432J09Rik	4930432J09Rik
4930432K21Rik	Brme1
4930432M17Rik	4930432M17Rik
4930433B08Rik	4930433B08Rik
4930433I11Rik	4930433I11Rik
4930433N12Rik	4930433N12Rik
4930434J06Rik	4930434J06Rik
4930435E12Rik	Tex55
4930438E09Rik	4930438E09Rik
4930440C22Rik	4930440C22Rik
4930440I19Rik	4930440I19Rik
4930441H08Rik	4930441H08Rik
4930441J16Rik	4930441J16Rik
4930442J19Rik	4930442J19Rik
4930442L01Rik	4930442L01Rik
4930443O20Rik	4930443O20Rik
4930444F02Rik	4930444F02Rik
4930444G20Rik	Semp2l2b
4930444M15Rik	4930444M15Rik
4930444P10Rik	4930444P10Rik
4930445N18Rik	4930445N18Rik
4930447A16Rik	4930447A16Rik
4930447C04Rik	4930447C04Rik
4930447F24Rik	4930447F24Rik
4930447J18Rik	4930447J18Rik
4930447K03Rik	4930447K03Rik
4930447M23Rik	4930447M23Rik
4930447N08Rik	4930447N08Rik
4930448C13Rik	4930448C13Rik
4930448F12Rik	4930448F12Rik
4930448H16Rik	4930448H16Rik
4930448I06Rik	4930448I06Rik
4930448I18Rik	4930448I18Rik
4930448K20Rik	4930448K20Rik
4930449E01Rik	4930449E01Rik
4930449E18Rik	4930449E18Rik
4930449I24Rik	4930449I24Rik
4930451G09Rik	Dnaaf8
4930451I11Rik	4930451I11Rik
4930452A19Rik	4930452A19Rik
4930452B06Rik	Cfap20dc
4930452G13Rik	4930452G13Rik
4930452N14Rik	4930452N14Rik
4930453H23Rik	4930453H23Rik
4930453L07Rik	4930453L07Rik
4930453N24Rik	4930453N24Rik
4930455B14Rik	4930455B14Rik
4930455C13Rik	4930455C13Rik
4930455D15Rik	4930455D15Rik
4930455F16Rik	4930455F16Rik
4930455G09Rik	4930455G09Rik
4930455H04Rik	4930455H04Rik
4930455J16Rik	4930455J16Rik
4930456L15Rik	4930456L15Rik
4930459C07Rik	4930459C07Rik
4930459L07Rik	4930459L07Rik
4930461G14Rik	4930461G14Rik
4930463O16Rik	4930463O16Rik
4930465K10Rik	4930465K10Rik
4930465M20Rik	4930465M20Rik
4930467D21Rik	4930467D21Rik
4930467E23Rik	Potefam3e
4930467K11Rik	4930467K11Rik
4930469G21Rik	Tex50
4930470H14Rik	4930470H14Rik
4930470O06Rik	4930470O06Rik
4930470P17Rik	4930470P17Rik
4930471C04Rik	4930471C04Rik
4930471G03Rik	4930471G03Rik
4930471M09Rik	4930471M09Rik
4930473A02Rik	4930473A02Rik
4930473O22Rik	4930473O22Rik
4930474G06Rik	4930474G06Rik
4930474H20Rik	4930474H20Rik
4930474M22Rik	4930474M22Rik
4930474N05Rik	4930474N05Rik
4930474N09Rik	4930474N09Rik
4930477N07Rik	4930477N07Rik
4930478L05Rik	4930478L05Rik
4930478P22Rik	4930478P22Rik
4930479D17Rik	4930479D17Rik
4930480E11Rik	4930480E11Rik
4930480G23Rik	4930480G23Rik
4930480K15Rik	4930480K15Rik
4930480K23Rik	4930480K23Rik
4930480M12Rik	4930480M12Rik
4930481A15Rik	4930481A15Rik
4930482G09Rik	4930482G09Rik
4930483J18Rik	4930483J18Rik
4930483K19Rik	4930483K19Rik
4930483O08Rik	4930483O08Rik
4930484H19Rik	4930484H19Rik
4930486F22Rik	4930486F22Rik
4930486I03Rik	4930486I03Rik
4930486L24Rik	4930486L24Rik
4930487D11Rik	4930487D11Rik
4930487H11Rik	4930487H11Rik
4930488B22Rik	4930488B22Rik
4930488L21Rik	4930488L21Rik
4930500F04Rik	4930500F04Rik
4930500L23Rik	4930500L23Rik
4930502A04Rik	4930502A04Rik
4930502E09Rik	4930502E09Rik
4930502E18Rik	Ct55
4930503B20Rik	4930503B20Rik
4930503E14Rik	4930503E14Rik
4930503E24Rik	4930503E24Rik
4930503F20Rik	4930503F20Rik
4930503H13Rik	4930503H13Rik
4930503L19Rik	4930503L19Rik
4930503O07Rik	4930503O07Rik
4930504C09Rik	4930504C09Rik
4930504O13Rik	Lypd9
4930505A04Rik	4930505A04Rik
4930505G20Rik	4930505G20Rik
4930505K13Rik	4930505K13Rik
4930505K14Rik	4930505K14Rik
4930506A18Rik	4930506A18Rik
4930506C21Rik	4930506C21Rik
4930507D05Rik	4930507D05Rik
4930507D10Rik	4930507D10Rik
4930509E16Rik	4930509E16Rik
4930509J09Rik	4930509J09Rik
4930509K18Rik	4930509K18Rik
4930511A02Rik	4930511A02Rik
4930511A08Rik	4930511A08Rik
4930511E03Rik	4930511E03Rik
4930511M06Rik	4930511M06Rik
4930512B01Rik	4930512B01Rik
4930512J16Rik	4930512J16Rik
4930512M02Rik	4930512M02Rik
4930513D17Rik	4930513D17Rik
4930513N10Rik	4930513N10Rik
4930513O06Rik	4930513O06Rik
4930515B02Rik	4930515B02Rik
4930515G01Rik	4930515G01Rik
4930515G16Rik	4930515G16Rik
4930515L03Rik	4930515L03Rik
4930515L19Rik	4930515L19Rik
4930517E11Rik	4930517E11Rik
4930517M08Rik	4930517M08Rik
4930518J21Rik	4930518J21Rik
4930518P08Rik	4930518P08Rik
4930519D14Rik	4930519D14Rik
4930519F09Rik	4930519F09Rik
4930519F16Rik	4930519F16Rik
4930519F24Rik	4930519F24Rik
4930519G04Rik	4930519G04Rik
4930519H02Rik	4930519H02Rik
4930519K11Rik	4930519K11Rik
4930520O04Rik	4930520O04Rik
4930520P13Rik	4930520P13Rik
4930521E06Rik	4930521E06Rik
4930522H14Rik	4930522H14Rik
4930522O17Rik	4930522O17Rik
4930523C07Rik	4930523C07Rik
4930523O13Rik	4930523O13Rik
4930524B15Rik	4930524B15Rik
4930524B17Rik	4930524B17Rik
4930524C18Rik	4930524C18Rik
4930524N10Rik	Samt2b
4930524O05Rik	4930524O05Rik
4930524O08Rik	4930524O08Rik
4930525C09Rik	4930525C09Rik
4930525D18Rik	4930525D18Rik
4930525G20Rik	4930525G20Rik
4930526H09Rik	4930526H09Rik
4930526I15Rik	4930526I15Rik
4930526L06Rik	4930526L06Rik
4930527F14Rik	4930527F14Rik
4930527G23Rik	4930527G23Rik
4930528A17Rik	4930528A17Rik
4930528D03Rik	4930528D03Rik
4930528G23Rik	4930528G23Rik
4930528H21Rik	4930528H21Rik
4930528P14Rik	4930528P14Rik
4930529C04Rik	4930529C04Rik
4930529K09Rik	4930529K09Rik
4930529L06Rik	4930529L06Rik
4930532I03Rik	4930532I03Rik
4930532M18Rik	4930532M18Rik
4930533B01Rik	4930533B01Rik
4930533N22Rik	4930533N22Rik
4930533P14Rik	4930533P14Rik
4930538K18Rik	Tmem269
4930539C22Rik	4930539C22Rik
4930539E08Rik	Bnip5
4930539J05Rik	4930539J05Rik
4930539M17Rik	4930539M17Rik
4930539N22Rik	4930539N22Rik
4930540M03Rik	4930540M03Rik
4930542C21Rik	4930542C21Rik
4930542D17Rik	4930542D17Rik
4930543E12Rik	4930543E12Rik
4930543N07Rik	4930543N07Rik
4930544D05Rik	4930544D05Rik
4930544G11Rik	4930544G11Rik
4930544M13Rik	4930544M13Rik
4930545E07Rik	4930545E07Rik
4930545H06Rik	4930545H06Rik
4930545L23Rik	4930545L23Rik
4930546C10Rik	4930546C10Rik
4930546K05Rik	4930546K05Rik
4930547E08Rik	4930547E08Rik
4930547E14Rik	4930547E14Rik
4930548G14Rik	4930548G14Rik
4930548H24Rik	Ccdc121
4930548J01Rik	4930548J01Rik
4930548K13Rik	4930548K13Rik
4930549C01Rik	Tex46
4930549C15Rik	4930549C15Rik
4930549G23Rik	4930549G23Rik
4930550C14Rik	4930550C14Rik
4930550C17Rik	4930550C17Rik
4930550L24Rik	Magea13
4930552N02Rik	4930552N02Rik
4930552P12Rik	4930552P12Rik
4930553C11Rik	4930553C11Rik
4930553E22Rik	4930553E22Rik
4930554C24Rik	4930554C24Rik
4930554G24Rik	4930554G24Rik
4930554H23Rik	4930554H23Rik
4930554I06Rik	4930554I06Rik
4930555B11Rik	4930555B11Rik
4930555B12Rik	4930555B12Rik
4930555G01Rik	4930555G01Rik
4930555G21Rik	4930555G21Rik
4930555K05Rik	4930555K05Rik
4930556C24Rik	4930556C24Rik
4930556G01Rik	4930556G01Rik
4930556J02Rik	4930556J02Rik
4930556M19Rik	4930556M19Rik
4930556N09Rik	4930556N09Rik
4930556N13Rik	4930556N13Rik
4930557A04Rik	H2al3
4930557F10Rik	4930557F10Rik
4930557J02Rik	4930557J02Rik
4930557K07Rik	4930557K07Rik
4930558C23Rik	Ctxnd2
4930558F17Rik	4930558F17Rik
4930558G05Rik	4930558G05Rik
4930558J18Rik	4930558J18Rik
4930558K02Rik	4930558K02Rik
4930559C10Rik	4930559C10Rik
4930562C15Rik	4930562C15Rik
4930562F07Rik	4930562F07Rik
4930563D23Rik	Fam243
4930563E18Rik	4930563E18Rik
4930563E22Rik	4930563E22Rik
4930563F08Rik	4930563F08Rik
4930563H07Rik	4930563H07Rik
4930563M20Rik	4930563M20Rik
4930563M21Rik	4930563M21Rik
4930564B18Rik	Erich6b
4930564C03Rik	4930564C03Rik
4930564D02Rik	4930564D02Rik
4930565D16Rik	4930565D16Rik
4930565N06Rik	4930565N06Rik
4930567H12Rik	4930567H12Rik
4930567H17Rik	4930567H17Rik
4930567J20Rik	4930567J20Rik
4930567K12Rik	4930567K12Rik
4930567K20Rik	4930567K20Rik
4930568D16Rik	4930568D16Rik
4930568E12Rik	4930568E12Rik
4930568G15Rik	4930568G15Rik
4930570G19Rik	4930570G19Rik
4930571K23Rik	4930571K23Rik
4930571O06Rik	4930571O06Rik
4930572K03Rik	4930572K03Rik
4930572O03Rik	4930572O03Rik
4930572O13Rik	4930572O13Rik
4930573O16Rik	4930573O16Rik
4930577N17Rik	4930577N17Rik
4930578C19Rik	Dipk2b
4930578E11Rik	4930578E11Rik
4930578I06Rik	4930578I06Rik
4930578M01Rik	4930578M01Rik
4930578N18Rik	4930578N18Rik
4930579F01Rik	4930579F01Rik
4930579G18Rik	4930579G18Rik
4930579G24Rik	4930579G24Rik
4930579H20Rik	4930579H20Rik
4930579J19Rik	4930579J19Rik
4930579K19Rik	4930579K19Rik
4930579P08Rik	4930579P08Rik
4930581F22Rik	4930581F22Rik
4930583K01Rik	4930583K01Rik
4930583P06Rik	4930583P06Rik
4930584F24Rik	4930584F24Rik
4930586N03Rik	4930586N03Rik
4930587E11Rik	4930587E11Rik
4930590J08Rik	4930590J08Rik
4930590L20Rik	4930590L20Rik
4930591A17Rik	4930591A17Rik
4930591E09Rik	4930591E09Rik
4930592A05Rik	4930592A05Rik
4930592I03Rik	4930592I03Rik
4930593A02Rik	4930593A02Rik
4930593C16Rik	4930593C16Rik
4930594C11Rik	4930594C11Rik
4930594O21Rik	4930594O21Rik
4930595D18Rik	4930595D18Rik
4930595M18Rik	4930595M18Rik
4930596D02Rik	4930596D02Rik
4930596I21Rik	4930596I21Rik
4930597A21Rik	4930597A21Rik
4930597G03Rik	4930597G03Rik
4930598F16Rik	4930598F16Rik
4930599N23Rik	4930599N23Rik
4931402G19Rik	4931402G19Rik
4931403E22Rik	4931403E22Rik
4931403G20Rik	4931403G20Rik
4931406B18Rik	4931406B18Rik
4931406C07Rik	4931406C07Rik
4931406H21Rik	4931406H21Rik
4931406P16Rik	Garre1
4931408C20Rik	4931408C20Rik
4931408D14Rik	4931408D14Rik
4931409K22Rik	Iqca1l
4931414P19Rik	4931414P19Rik
4931417E11Rik	Jkampl
4931419H13Rik	4931419H13Rik
4931420L22Rik	4931420L22Rik
4931423N10Rik	Potegl
4931428F04Rik	Matcap1
4931428L18Rik	4931428L18Rik
4931429I11Rik	Jhy
4931429L15Rik	4931429L15Rik
4931429P17Rik	4931429P17Rik
4931430N09Rik	4931430N09Rik
4931431B13Rik	4931431B13Rik
4931431C16Rik	4931431C16Rik
4931431F19Rik	Ubqln5
4931440F15Rik	Fem1al
4931440J10Rik	4931440J10Rik
4931440P22Rik	4931440P22Rik
4932411E22Rik	Ankfn1
4932411N23Rik	Dmtf1l
4932412D23Rik	4932412D23Rik
4932413F04Rik	4932413F04Rik
4932414J04Rik	4932414J04Rik
4932414N04Rik	4932414N04Rik
4932415M13Rik	4932415M13Rik
4932416H05Rik	Stk35os1
4932416K20Rik	4932416K20Rik
4932418E24Rik	Ccdc187
4932429P05Rik	4932429P05Rik
4932435O22Rik	4932435O22Rik
4932438A13Rik	Bltp1
4932438H23Rik	4932438H23Rik
4932441J04Rik	4932441J04Rik
4932443I19Rik	Cfap97d2
4932702P03Rik	4932702P03Rik
4933400A11Rik	Capza1b
4933400B14Rik	4933400B14Rik
4933400C23Rik	4933400C23Rik
4933400F21Rik	4933400F21Rik
4933400L20Rik	4933400L20Rik
4933401B06Rik	4933401B06Rik
4933401D09Rik	4933401D09Rik
4933401H06Rik	4933401H06Rik
4933402C06Rik	4933402C06Rik
4933402D24Rik	4933402D24Rik
4933402E13Rik	Magec2
4933402J07Rik	4933402J07Rik
4933402J10Rik	4933402J10Rik
4933402J15Rik	4933402J15Rik
4933402N03Rik	4933402N03Rik
4933402N22Rik	4933402N22Rik
4933402P03Rik	Spem2
4933403O08Rik	4933403O08Rik
4933404G15Rik	4933404G15Rik
4933404K08Rik	4933404K08Rik
4933404K13Rik	4933404K13Rik
4933404O12Rik	4933404O12Rik
4933405D12Rik	4933405D12Rik
4933405E24Rik	4933405E24Rik
4933405L10Rik	4933405L10Rik
4933405O20Rik	4933405O20Rik
4933406C10Rik	4933406C10Rik
4933406D12Rik	4933406D12Rik
4933406F09Rik	4933406F09Rik
4933406G16Rik	4933406G16Rik
4933406I18Rik	4933406I18Rik
4933406J08Rik	Terb2
4933406J10Rik	4933406J10Rik
4933406K04Rik	4933406K04Rik
4933406M09Rik	Mgat4f
4933407E24Rik	4933407E24Rik
4933407G14Rik	4933407G14Rik
4933407I05Rik	4933407I05Rik
4933407K13Rik	4933407K13Rik
4933407L21Rik	4933407L21Rik
4933408B17Rik	Brd8dc
4933408J17Rik	4933408J17Rik
4933408N05Rik	4933408N05Rik
4933409G03Rik	4933409G03Rik
4933409K07Rik	4933409K07Rik
4933411E08Rik	4933411E08Rik
4933411G06Rik	4933411G06Rik
4933411K16Rik	4933411K16Rik
4933412E12Rik	4933412E12Rik
4933412E24Rik	4933412E24Rik
4933412O06Rik	4933412O06Rik
4933413G19Rik	Tex52
4933413J09Rik	4933413J09Rik
4933413L06Rik	4933413L06Rik
4933415F23Rik	Ppp1r14bl
4933416C03Rik	Taf7l2
4933416E03Rik	4933416E03Rik
4933416I08Rik	4933416I08Rik
4933416M06Rik	4933416M06Rik
4933416M07Rik	4933416M07Rik
4933417A18Rik	Tex56
4933417D19Rik	4933417D19Rik
4933417E11Rik	4933417E11Rik
4933417G07Rik	4933417G07Rik
4933417O13Rik	4933417O13Rik
4933421I07Rik	4933421I07Rik
4933421O10Rik	4933421O10Rik
4933422A05Rik	4933422A05Rik
4933424G05Rik	4933424G05Rik
4933424G06Rik	4933424G06Rik
4933425B07Rik	4933425B07Rik
4933425L06Rik	Nt5el
4933427D06Rik	4933427D06Rik
4933427D14Rik	4933427D14Rik
4933427E11Rik	4933427E11Rik
4933427E13Rik	4933427E13Rik
4933427G17Rik	Mfsd13b
4933427I22Rik	4933427I22Rik
4933428C19Rik	4933428C19Rik
4933428G20Rik	4933428G20Rik
4933429K18Rik	4933429K18Rik
4933429O19Rik	4933429O19Rik
4933430H16Rik	4933430H16Rik
4933430I17Rik	4933430I17Rik
4933430M04Rik	4933430M04Rik
4933430N04Rik	4933430N04Rik
4933431E20Rik	4933431E20Rik
4933431G14Rik	4933431G14Rik
4933432G23Rik	4933432G23Rik
4933432I03Rik	4933432I03Rik
4933432I09Rik	4933432I09Rik
4933432K03Rik	4933432K03Rik
4933433C11Rik	Stpg3
4933433F19Rik	4933433F19Rik
4933433G08Rik	4933433G08Rik
4933433G15Rik	4933433G15Rik
4933433G19Rik	4933433G19Rik
4933433H22Rik	4933433H22Rik
4933434E20Rik	4933434E20Rik
4933436E23Rik	4933436E23Rik
4933436H12Rik	4933436H12Rik
4933436I01Rik	4933436I01Rik
4933438B17Rik	4933438B17Rik
4933438K21Rik	4933438K21Rik
4933439C10Rik	4933439C10Rik
4933439K11Rik	4933439K11Rik
4933440J02Rik	4933440J02Rik
4933440M02Rik	4933440M02Rik
5031410I06Rik	5031410I06Rik
5031414D18Rik	Rubcnl
5031425E22Rik	5031425E22Rik
5031425F14Rik	5031425F14Rik
5031426D15Rik	5031426D15Rik
5031434C07Rik	5031434C07Rik
5031434O11Rik	5031434O11Rik
5031439G07Rik	5031439G07Rik
5033403F01Rik	5033403F01Rik
5033403H07Rik	5033403H07Rik
5033404E19Rik	5033404E19Rik
5033406O09Rik	5033406O09Rik
5033428I22Rik	Hdnr
5330411J11Rik	5330411J11Rik
5330413P13Rik	5330413P13Rik
5330417C22Rik	Elapor1
5330426P16Rik	Dubr
5330434G04Rik	5330434G04Rik
5330439B14Rik	5330439B14Rik
5430401F13Rik	5430401F13Rik
5430402E10Rik	5430402E10Rik
5430402O13Rik	5430402O13Rik
5430403N17Rik	5430403N17Rik
5430405H02Rik	5430405H02Rik
5430416N02Rik	5430416N02Rik
5430416O09Rik	Spaar
5430419D17Rik	Cdcp3
5430421F17Rik	5430421F17Rik
5430421N21Rik	Krt83
5430425K12Rik	5430425K12Rik
5430427M07Rik	5430427M07Rik
5430427O19Rik	Tasl
5430428K19Rik	5430428K19Rik
5430431A17Rik	5430431A17Rik
5430434I15Rik	5430434I15Rik
5430437J10Rik	5430437J10Rik
5430440P10Rik	5430440P10Rik
5530400C23Rik	5530400C23Rik
5530401A14Rik	5530401A14Rik
5530601H04Rik	5530601H04Rik
5730403I07Rik	5730403I07Rik
5730405O15Rik	5730405O15Rik
5730408K05Rik	5730408K05Rik
5730409E04Rik	5730409E04Rik
5730412P04Rik	5730412P04Rik
5730416F02Rik	5730416F02Rik
5730420D15Rik	5730420D15Rik
5730422E09Rik	Mm2pr
5730435O14Rik	5730435O14Rik
5730455P16Rik	5730455P16Rik
5730457N03Rik	Evx1os
5730460C07Rik	5730460C07Rik
5730480H06Rik	5730480H06Rik
5730488B01Rik	5730488B01Rik
5730507C01Rik	5730507C01Rik
5730508B09Rik	Fam241a
5730522E02Rik	5730522E02Rik
5730559C18Rik	Inava
5830411N06Rik	Scart2
5830415F09Rik	Trmo
5830416I19Rik	5830416I19Rik
5830416P10Rik	Mirt1
5830417I10Rik	5830417I10Rik
5830418P13Rik	5830418P13Rik
5830428M24Rik	5830428M24Rik
5830432E09Rik	5830432E09Rik
5830444B04Rik	5830444B04Rik
5830454E08Rik	5830454E08Rik
5830473C10Rik	Albfm1
5930403L14Rik	5930403L14Rik
5930412G12Rik	Fzd10os
5930430L01Rik	5930430L01Rik
5930438M14Rik	5930438M14Rik
6030407O03Rik	6030407O03Rik
6030408B16Rik	Smim41
6030419C18Rik	Insyn1
6030440G07Rik	6030440G07Rik
6030443J06Rik	6030443J06Rik
6030458C11Rik	6030458C11Rik
6030466F02Rik	6030466F02Rik
6030468B19Rik	6030468B19Rik
6030469F06Rik	6030469F06Rik
6030471H07Rik	6030471H07Rik
6030498E09Rik	6030498E09Rik
6230400D17Rik	6230400D17Rik
6330403A02Rik	Stum
6330403K07Rik	6330403K07Rik
6330407A03Rik	6330407A03Rik
6330408A02Rik	Zswim9
6330409D20Rik	6330409D20Rik
6330410L21Rik	6330410L21Rik
6330415B21Rik	6330415B21Rik
6330415G19Rik	6330415G19Rik
6330416G13Rik	Tmem268
6330418K02Rik	6330418K02Rik
6330549D23Rik	6330549D23Rik
6430411K18Rik	6430411K18Rik
6430503K07Rik	6430503K07Rik
6430531B16Rik	Spef1l
6430548M08Rik	6430548M08Rik
6430550D23Rik	6430550D23Rik
6430562O15Rik	6430562O15Rik
6430571L13Rik	6430571L13Rik
6430573F11Rik	Trmt9b
6430584L05Rik	6430584L05Rik
6430706D22Rik	Hjurp
6430710C18Rik	6430710C18Rik
6530402F18Rik	6530402F18Rik
6530403H02Rik	6530403H02Rik
6530411M01Rik	6530411M01Rik
6720468P15Rik	6720468P15Rik
6720483E21Rik	6720483E21Rik
6720489N17Rik	6720489N17Rik
6820408C15Rik	6820408C15Rik
6820431F20Rik	6820431F20Rik
7420426K07Rik	7420426K07Rik
7420461P10Rik	Myocos
7420700N18Rik	7420700N18Rik
7420701I03Rik	7420701I03Rik
7530416G11Rik	7530416G11Rik
7630403G23Rik	7630403G23Rik
8030411F24Rik	Cstdc1
8030423F21Rik	8030423F21Rik
8030423J24Rik	8030423J24Rik
8030442B05Rik	8030442B05Rik
8030443G20Rik	8030443G20Rik
8030451O07Rik	8030451O07Rik
8030455M16Rik	8030455M16Rik
8030462N17Rik	8030462N17Rik
8430408G22Rik	Depp1
8430419L09Rik	Fam234b
8430422H06Rik	8430422H06Rik
8430423G03Rik	8430423G03Rik
8430426J06Rik	8430426J06Rik
8430429K09Rik	8430429K09Rik
8430430B14Rik	8430430B14Rik
8430431K14Rik	8430431K14Rik
8430436N08Rik	8430436N08Rik
8430437L04Rik	8430437L04Rik
9030025P20Rik	9030025P20Rik
9030204H09Rik	9030204H09Rik
9030404E10Rik	9030404E10Rik
9030612E09Rik	9030612E09Rik
9030617O03Rik	Dglucy
9030619P08Rik	9030619P08Rik
9030624G23Rik	9030624G23Rik
9030624J02Rik	Vps35l
9030625G05Rik	9030625G05Rik
9130008F23Rik	9130008F23Rik
9130011E15Rik	Armh3
9130015A21Rik	9130015A21Rik
9130015L21Rik	9130015L21Rik
9130019O22Rik	9130019O22Rik
9130019P16Rik	9130019P16Rik
9130023H24Rik	9130023H24Rik
9130024F11Rik	9130024F11Rik
9130204L05Rik	S100a7l2
9130209A04Rik	9130209A04Rik
9130221F21Rik	9130221F21Rik
9130221H12Rik	9130221H12Rik
9130227L01Rik	9130227L01Rik
9130230L23Rik	9130230L23Rik
9130401M01Rik	9130401M01Rik
9130409I23Rik	Degs1l
9130409J20Rik	Tmem238l
9230009I02Rik	9230009I02Rik
9230102K24Rik	9230102K24Rik
9230102O04Rik	Gata3un
9230104L09Rik	Cstdc2
9230105E05Rik	9230105E05Rik
9230110C19Rik	Cfap300
9230110F15Rik	Pate5
9230112D13Rik	9230112D13Rik
9230112J17Rik	9230112J17Rik
9230114K14Rik	9230114K14Rik
9230116L04Rik	9230116L04Rik
9230116N13Rik	9230116N13Rik
9230117E06Rik	9230117E06Rik
9330020H09Rik	9330020H09Rik
9330102E08Rik	9330102E08Rik
9330111N05Rik	9330111N05Rik
9330117O12Rik	9330117O12Rik
9330133O14Rik	9330133O14Rik
9330136K24Rik	9330136K24Rik
9330151L19Rik	9330151L19Rik
9330158H04Rik	9330158H04Rik
9330159F19Rik	9330159F19Rik
9330159M07Rik	9330159M07Rik
9330162012Rik	9330162012Rik
9330162B11Rik	9330162B11Rik
9330175E14Rik	9330175E14Rik
9330175M20Rik	9330175M20Rik
9330178D15Rik	9330178D15Rik
9330179D12Rik	9330179D12Rik
9330182L06Rik	Elapor2
9330182O14Rik	9330182O14Rik
9330188P03Rik	9330188P03Rik
9330199G10Rik	9330199G10Rik
9430007A20Rik	Aadacl4fm1
9430014N10Rik	9430014N10Rik
9430015G10Rik	9430015G10Rik
9430016H08Rik	Maip1
9430018G01Rik	9430018G01Rik
9430019J16Rik	9430019J16Rik
9430020K01Rik	Jcad
9430021M05Rik	9430021M05Rik
9430037G07Rik	9430037G07Rik
9430038I01Rik	9430038I01Rik
9430041J12Rik	9430041J12Rik
9430060I03Rik	9430060I03Rik
9430065F17Rik	9430065F17Rik
9430069I07Rik	9430069I07Rik
9430076C15Rik	Creb5
9430078K24Rik	9430078K24Rik
9430083A17Rik	9430083A17Rik
9430091E24Rik	9430091E24Rik
9530002B09Rik	9530002B09Rik
9530003J23Rik	Lyz3
9530014B07Rik	9530014B07Rik
9530020I12Rik	9530020I12Rik
9530026F06Rik	9530026F06Rik
9530026P05Rik	9530026P05Rik
9530027J09Rik	9530027J09Rik
9530036O11Rik	9530036O11Rik
9530051G07Rik	9530051G07Rik
9530052E02Rik	9530052E02Rik
9530053A07Rik	Fcgbpl1
9530059O14Rik	9530059O14Rik
9530062K07Rik	9530062K07Rik
9530068E07Rik	9530068E07Rik
9530077C05Rik	Matcap2
9530080O11Rik	9530080O11Rik
9530082P21Rik	9530082P21Rik
9530091C08Rik	9530091C08Rik
9630001P10Rik	9630001P10Rik
9630013A20Rik	9630013A20Rik
9630013K17Rik	9630013K17Rik
9630028B13Rik	9630028B13Rik
9630028H03Rik	9630028H03Rik
9630028I04Rik	9630028I04Rik
9830107B12Rik	9830107B12Rik
9830132P13Rik	9830132P13Rik
9830147E19Rik	Zfp976
9830166K06Rik	9830166K06Rik
9930012K11Rik	9930012K11Rik
9930014A18Rik	9930014A18Rik
9930021J03Rik	9930021J03Rik
9930104L06Rik	9930104L06Rik
9930111H07Rik	9930111H07Rik
9930111J21Rik1	9930111J21Rik1
9930111J21Rik2	9930111J21Rik2
a	a
A130010J15Rik	A130010J15Rik
A130077B15Rik	Sros1
A1bg	A1bg
A1cf	A1cf
A230001M10Rik	A230001M10Rik
A230009B12Rik	A230009B12Rik
A230020J21Rik	A230020J21Rik
A230028O05Rik	A230028O05Rik
A230046K03Rik	Washc4
A230050P20Rik	Shfl
A230056J06Rik	A230056J06Rik
A230056P14Rik	A230056P14Rik
A230057D06Rik	A230057D06Rik
A230065H16Rik	Lbhd2
A230070E04Rik	A230070E04Rik
A230072C01Rik	A230072C01Rik
A230072E10Rik	A230072E10Rik
A230077H06Rik	A230077H06Rik
A230103J11Rik	A230103J11Rik
A230108P19Rik	A230108P19Rik
A2m	A2m
A330009N23Rik	A330009N23Rik
A330015K06Rik	A330015K06Rik
A330023F24Rik	A330023F24Rik
A330032B11Rik	A330032B11Rik
A330033J07Rik	A330033J07Rik
A330035P11Rik	A330035P11Rik
